"seed","PLci","percolation"
1,0.398058252427184,31452
2,0.802588996763754,102195
3,0.41747572815534,96600
4,0.482200647249191,49346
5,0.886731391585761,50806
6,0.886731391585761,50806
7,1.83818770226537,99540
8,1.83818770226537,99540
9,0.711974110032362,47141
10,0.711974110032362,47141
11,0.886731391585761,50806
12,1.83818770226537,99540
13,0.087378640776699,13968
14,0.087378640776699,13968
15,0.029126213592233,0
16,0.16504854368932,5428
17,1.83818770226537,99540
18,0.398058252427184,31452
19,1.20711974110032,39570
20,1.83818770226537,99540
21,0.482200647249191,49346
22,1.75404530744337,123959
23,0.482200647249191,49346
24,0.482200647249191,49346
25,1.99352750809061,80244
26,1.99352750809061,80244
27,0.482200647249191,49346
28,1.83818770226537,99540
29,0.711974110032362,47141
30,1.99352750809061,80244
31,1.20711974110032,39570
32,0.886731391585761,50806
33,0.705501618122977,52687
34,0.362459546925566,27302
35,0.362459546925566,27302
36,0.087378640776699,13968
37,0.711974110032362,47141
38,0.886731391585761,50806
39,1.83818770226537,99540
40,0.398058252427184,31452
41,1.99352750809061,80244
42,1.57605177993528,122958
43,0.886731391585761,50806
44,0.087378640776699,13968
45,1.99352750809061,80244
46,0.113268608414239,70992
47,0.203883495145631,15264
48,0.087378640776699,13968
49,0.26537216828479,15813
50,0.26537216828479,15813
51,1.91909385113269,93869
52,0.711974110032362,47141
53,2.57928802588997,21976
54,2.36893203883495,23112
55,2.57928802588997,21976
56,1.99352750809061,80244
57,1.99352750809061,80244
58,1.82200647249191,110600
59,2.40453074433657,27765
60,2.40453074433657,27765
61,1.80258899676375,94136
62,0.375404530744337,9450
63,1.99352750809061,80244
64,0.482200647249191,49346
65,1.83818770226537,99540
66,0.711974110032362,47141
67,0.381877022653722,18410
68,0.381877022653722,18410
69,0.087378640776699,13968
70,0.26537216828479,17248
71,0.482200647249191,49346
72,1.83818770226537,99540
73,0.482200647249191,49346
74,2.57928802588997,21976
75,0.26537216828479,17248
76,1.99352750809061,80244
77,0.381877022653722,18410
78,0.585760517799353,19776
79,0.585760517799353,19776
80,1.99352750809061,80244
81,1.83818770226537,99540
82,0.760517799352751,106516
83,1.99352750809061,80244
84,0.26537216828479,17248
85,0.886731391585761,50806
86,0.482200647249191,49346
87,0.362459546925566,27302
88,0.26537216828479,17248
89,0.0776699029126214,5322
90,0.0776699029126214,5322
91,0.637540453074434,18036
92,0.711974110032362,47141
93,1.92880258899676,73395
94,0.29126213592233,12930
95,0.0323624595469256,3138
96,0.0323624595469256,3138
97,1.20711974110032,39570
98,0.106796116504854,2418
99,0.106796116504854,2418
100,0.346278317152104,36608
101,1.20711974110032,39570
102,0.362459546925566,27302
103,1.83818770226537,99540
104,0.585760517799353,19776
105,2.40453074433657,27765
106,0.398058252427184,31452
107,0.362459546925566,27302
108,0.203883495145631,15264
109,0.168284789644013,4071
110,1.99352750809061,80244
111,2.31391585760518,11705
112,0.381877022653722,18410
113,0.398058252427184,31452
114,1.83818770226537,99540
115,0.29126213592233,12930
116,0.637540453074434,18036
117,0.637540453074434,18036
118,1.99352750809061,80244
119,0.711974110032362,47141
120,0.359223300970874,29592
121,0.0226537216828479,3946
122,0.585760517799353,19776
123,0.168284789644013,4071
124,1.83818770226537,99540
125,0.482200647249191,49346
126,1.99352750809061,80244
127,0.058252427184466,42024
128,0.106796116504854,2418
129,1.83818770226537,99540
130,0.284789644012945,2152
131,0.398058252427184,31452
132,1.99352750809061,80244
133,1.83818770226537,99540
134,0.26537216828479,15813
135,1.83818770226537,99540
136,0.456310679611651,11268
137,0.456310679611651,11268
138,0.355987055016181,2487
139,0.355987055016181,2487
140,0.119741100323625,83916
141,0.475728155339806,53832
142,0.362459546925566,27302
143,0.55663430420712,18774
144,0.563106796116505,13410
145,1.99352750809061,80244
146,1.99352750809061,80244
147,0.087378640776699,13968
148,1.83818770226537,99540
149,0.482200647249191,49346
150,0.27831715210356,127670
151,0.585760517799353,19776
152,0.0776699029126214,5322
153,2.36893203883495,23112
154,0.501618122977346,5952
155,0.501618122977346,5952
156,1.83171521035599,103964
157,0.3042071197411,2781
158,0.482200647249191,49346
159,0.203883495145631,15264
160,1.83818770226537,99540
161,1.83818770226537,99540
162,0.375404530744337,9450
163,0.087378640776699,57148
164,1.83818770226537,99540
165,2.40453074433657,27765
166,1.99352750809061,80244
167,1.20711974110032,39570
168,0.482200647249191,49346
169,0.0420711974110032,3640
170,1.83818770226537,99540
171,0.886731391585761,50806
172,0.482200647249191,49346
173,0.886731391585761,50806
174,0.482200647249191,49346
175,0.29126213592233,12930
176,0.381877022653722,18410
177,1.99352750809061,80244
178,1.73139158576052,89650
179,0.087378640776699,1696
180,0.087378640776699,1696
181,0.533980582524272,63480
182,0.158576051779935,102432
183,0.886731391585761,50806
184,0.365695792880259,18900
185,0.29126213592233,12930
186,0.388349514563107,33384
187,1.83818770226537,99540
188,1.75404530744337,118030
189,2.31391585760518,11705
190,0.203883495145631,15264
191,1.99352750809061,80244
192,0.0420711974110032,3640
193,0.546925566343042,5474
194,2.40453074433657,27765
195,1.99352750809061,80244
196,0.711974110032362,47141
197,0.585760517799353,19776
198,1.82200647249191,110600
199,0.203883495145631,15264
200,0.200647249190939,108845
201,0.0258899676375405,1380
202,1.99352750809061,80244
203,0.381877022653722,18410
204,0.381877022653722,18410
205,0.886731391585761,50806
206,1.20711974110032,39570
207,1.99352750809061,80244
208,0.637540453074434,18036
209,0.26537216828479,15813
210,2.57928802588997,21976
211,0.886731391585761,50806
212,0.155339805825243,1429
213,1.20711974110032,39570
214,1.99352750809061,80244
215,0.203883495145631,15264
216,1.99352750809061,80244
217,1.83818770226537,99540
218,0.087378640776699,13968
219,1.20711974110032,39570
220,0.482200647249191,49346
221,0.398058252427184,31452
222,0.352750809061489,34748
223,0.26537216828479,15813
224,0.26537216828479,15813
225,2.22006472491909,41460
226,0.26537216828479,17248
227,2.36893203883495,23112
228,1.99352750809061,80244
229,0.637540453074434,18036
230,0.058252427184466,47719
231,0.482200647249191,49346
232,0.0323624595469256,3138
233,1.10679611650485,82560
234,0.398058252427184,31452
235,1.83818770226537,99540
236,2.40453074433657,27765
237,0.886731391585761,50806
238,1.20711974110032,39570
239,2.36893203883495,23112
240,1.83818770226537,99540
241,0.482200647249191,49346
242,1.57605177993528,122958
243,1.83818770226537,99540
244,0.689320388349515,63120
245,1.20711974110032,39570
246,1.20711974110032,39570
247,1.82200647249191,110600
248,0.886731391585761,50806
249,0.398058252427184,31452
250,0.711974110032362,47141
251,1.10679611650485,82560
252,0.0679611650485437,45760
253,0.398058252427184,31452
254,1.20711974110032,39570
255,1.99352750809061,80244
