"seed","PLci","percolation"
1,1.99344978165939,0
2,0.997816593886463,0
3,1.99344978165939,0
4,1.99344978165939,0
5,1.99344978165939,0
6,1.99344978165939,0
7,1.99344978165939,0
8,1.99344978165939,0
9,1.99344978165939,0
10,1.99344978165939,0
11,1.99344978165939,0
12,1.99344978165939,0
13,1.99344978165939,0
14,1.99344978165939,0
15,1.99344978165939,0
16,1.99344978165939,0
17,1.99344978165939,0
18,1.99344978165939,0
19,1.99344978165939,0
20,1.99344978165939,0
21,1.99344978165939,0
22,1.99344978165939,0
23,1.99344978165939,0
24,1.99344978165939,0
25,1.99344978165939,0
26,1.99344978165939,0
27,1.99344978165939,0
28,1.99344978165939,0
29,1.99344978165939,0
30,1.99344978165939,0
31,1.99344978165939,0
32,1.99344978165939,0
33,1.99344978165939,0
34,1.99344978165939,0
35,1.99344978165939,0
36,1.99344978165939,0
37,1.99344978165939,0
38,1.99344978165939,0
39,1.99344978165939,0
40,1.99344978165939,0
41,1.99344978165939,0
42,1.99344978165939,0
43,1.99344978165939,0
44,1.99344978165939,0
45,1.99344978165939,0
46,1.99344978165939,0
47,1.99344978165939,0
48,1.99344978165939,0
49,1.99344978165939,0
50,1.99344978165939,0
51,1.99344978165939,0
52,1.99344978165939,0
53,1.99344978165939,0
54,1.99344978165939,0
55,1.99344978165939,0
56,1.99344978165939,0
57,1.99344978165939,0
58,1.99344978165939,0
59,1.99344978165939,0
60,1.99344978165939,0
61,1.99344978165939,0
62,1.99344978165939,0
63,1.99344978165939,0
64,1.99344978165939,0
65,1.99344978165939,0
66,1.99344978165939,0
67,1.99344978165939,0
68,1.99344978165939,0
69,1.99344978165939,0
70,1.99344978165939,0
71,1.99344978165939,0
72,1.99344978165939,0
73,1.99344978165939,0
74,1.99344978165939,0
75,1.99344978165939,0
76,1.99344978165939,0
77,1.99344978165939,0
78,1.99344978165939,0
79,1.99344978165939,0
80,1.99344978165939,0
81,1.99344978165939,0
82,1.99344978165939,0
83,1.99344978165939,0
84,1.99344978165939,0
85,1.99344978165939,0
86,1.99344978165939,0
87,1.99344978165939,0
88,1.99344978165939,0
89,1.99344978165939,0
90,1.99344978165939,0
91,1.99344978165939,0
92,1.99344978165939,0
93,1.99344978165939,0
94,1.99344978165939,0
95,1.99344978165939,0
96,1.99344978165939,0
97,1.99344978165939,0
98,1.99344978165939,0
99,1.99344978165939,0
100,1.99344978165939,0
101,1.99344978165939,0
102,1.99344978165939,0
103,1.99344978165939,0
104,1.99344978165939,0
105,1.99344978165939,0
106,1.99344978165939,0
107,1.99344978165939,0
108,1.99344978165939,0
109,1.99344978165939,0
110,1.99344978165939,0
111,1.99344978165939,0
112,1.99344978165939,0
113,1.99344978165939,0
114,1.99344978165939,0
115,1.99344978165939,0
116,1.99344978165939,0
117,1.99344978165939,0
118,1.99344978165939,0
119,1.99344978165939,0
120,1.99344978165939,0
121,1.99344978165939,0
122,1.99344978165939,0
123,1.99344978165939,0
124,1.99344978165939,0
125,1.99344978165939,0
126,1.99344978165939,0
127,1.99344978165939,0
128,1.99344978165939,0
129,1.99344978165939,0
130,1.99344978165939,0
131,1.99344978165939,0
132,1.99344978165939,0
133,1.99344978165939,0
134,1.99344978165939,0
135,1.99344978165939,0
136,1.99344978165939,0
137,1.99344978165939,0
138,1.99344978165939,0
139,1.99344978165939,0
140,1.99344978165939,0
141,1.99344978165939,0
142,1.99344978165939,0
143,1.99344978165939,0
144,1.99344978165939,0
145,1.99344978165939,0
146,1.99344978165939,0
147,1.99344978165939,0
148,1.99344978165939,0
149,1.99344978165939,0
150,1.99344978165939,0
151,1.99344978165939,0
152,1.99344978165939,0
153,1.99344978165939,0
154,1.99344978165939,0
155,1.99344978165939,0
156,1.99344978165939,0
157,1.99344978165939,0
158,1.99344978165939,0
159,1.99344978165939,0
160,1.99344978165939,0
161,1.99344978165939,0
162,1.99344978165939,0
163,1.99344978165939,0
164,1.99344978165939,0
165,1.99344978165939,0
166,1.99344978165939,0
167,1.99344978165939,0
168,1.99344978165939,0
169,1.99344978165939,0
170,1.99344978165939,0
171,1.99344978165939,0
172,1.99344978165939,0
173,1.99344978165939,0
174,1.99344978165939,0
175,1.99344978165939,0
176,1.99344978165939,0
177,1.99344978165939,0
178,1.99344978165939,0
179,1.99344978165939,0
180,1.99344978165939,0
181,1.99344978165939,0
182,1.99344978165939,0
