network,betweeness,closeness,degree,plci,percolation,proximity,MEB,MEC,MED
arenas_email,"[0.19635336207253276, 0.18435340419315172, 0.17473980670920095, 0.1643255381700704, 0.15414496636502314, 0.14549237295846723, 0.13559484146140863, 0.1296445042617926, 0.120689803787761, 0.11266021014492762, 0.10403782074075554, 0.09671026648702478, 0.08934527253883404, 0.0818815029365334, 0.07453728122694216, 0.0689813327342484, 0.0631055782227352, 0.05647937759401588, 0.05194707826552423, 0.04633644165399486, 0.04182204551990542, 0.038263853339664464, 0.033718443156086, 0.031573301720444404, 0.027975324938906372, 0.02238430820120881, 0.017858772257029844, 0.015527820284829756, 0.013641909499197488, 0.008709819177960201, 0.00515580772236317, 0.003945652878539993, 0.0034408107461307846, 0.0026481390456767743, 0.002114770551426828, 0.0016936688010855971, 0.0015061407354311283, 0.001312114682347041, 0.0012625965642285486, 0.001151247941441984, 0.001000304153312326, 0.0009512968065404083, 0.0008712350083383219, 0.0008113462377767577, 0.0007513189043237548, 0.0007363479120336063, 0.0007122842708810821, 0.0006711337490341703, 0.0006405121224288595, 0.000616513172855147]","[0.19830517157353364, 0.19040945121527966, 0.18459758276767463, 0.17952488051147078, 0.17382859273325127, 0.16790772811879692, 0.16199934307533823, 0.1551766292607578, 0.1511008403467382, 0.14577578083992385, 0.14181283291494537, 0.13432514512201682, 0.13040310414252218, 0.12630225859596503, 0.12327020894926817, 0.12124209995613952, 0.11767877434917216, 0.11407454681940665, 0.11024482745180277, 0.1066824243394333, 0.10412699511018216, 0.09951442477327814, 0.09549268147282367, 0.09090910806450937, 0.08873561587231826, 0.0853590491259294, 0.07920998150663681, 0.07589772449428338, 0.06988234757500938, 0.06623622312855748, 0.06223416637419713, 0.060229627307843994, 0.056554698883406536, 0.05112180403398769, 0.049999889492324555, 0.04698765187780103, 0.04098618594961413, 0.04071222645663662, 0.04008712037400992, 0.03393754342076372, 0.03275469064852222, 0.031004273145937504, 0.028289839754486273, 0.026908424749885373, 0.025654273525972448, 0.02511836148216792, 0.01975052588487766, 0.01904632449883004, 0.018058086389148624, 0.015822695041484338]","[0.1954950767443035, 0.18263397669254394, 0.17000439760780525, 0.15929392249742286, 0.14813800360394208, 0.1377304501209107, 0.13052136015841964, 0.12411623383746166, 0.11516309786292718, 0.10777074713068646, 0.10045876935955331, 0.09189764747075548, 0.08635834152971342, 0.0790100757624905, 0.071068995831658, 0.06578605769298726, 0.05908279567361045, 0.05208615829225308, 0.04922976740588117, 0.04669532432366262, 0.04097934423358665, 0.033644953470548904, 0.03150212939137711, 0.02940838969403925, 0.022587100047924143, 0.01864259513635341, 0.017942188214022783, 0.014027377519786922, 0.01269798756051722, 0.010468412564700992, 0.004962134619966385, 0.003940184306514752, 0.003977895300854221, 0.0036805530809015173, 0.0030812779999934655, 0.0020282476819912802, 0.00154313170014138, 0.001247521039170581, 0.0012191492885987277, 0.001246927766506511, 0.0012582783231458623, 0.0012407313026994164, 0.001146368196994796, 0.001061706332823502, 0.0010291514747457142, 0.0009445975490929475, 0.0008079409169384937, 0.0007245211274377148, 0.000743707477996635, 0.0007250349218724628]","[0.20827421949405173, 0.20641648223098222, 0.20531108374419219, 0.2040764024930013, 0.20290354651696751, 0.20165611534271308, 0.2000958439432006, 0.19848576198620768, 0.19771506752955267, 0.19666687688148438, 0.1956670185343424, 0.19406746777973427, 0.1930532807853172, 0.19137485884208863, 0.18941674178017626, 0.18734947521236725, 0.18546147941628505, 0.18433504009868298, 0.18234465934776545, 0.18108169065148438, 0.17886103068495107, 0.17612843648111123, 0.17396260872876784, 0.17111068256196074, 0.16758172591843074, 0.16633040198995297, 0.16485639340961744, 0.1624859339373538, 0.15914893729646312, 0.15501238209242274, 0.15028126051059354, 0.14622690661346643, 0.144323226724567, 0.14190338031463606, 0.13989612934785553, 0.13759069914596306, 0.13671263607000098, 0.1310235691594152, 0.12831819672389028, 0.1267232572572686, 0.12403203517387806, 0.12050733250339705, 0.11673610117937008, 0.11513531651485477, 0.10941584880289876, 0.10419464931635272, 0.10175079653041322, 0.09750907903213613, 0.09577997920715653, 0.09298203538064097]","[0.19644929323950813, 0.18430226485490242, 0.17899445728374727, 0.17585212742565268, 0.17296874227219028, 0.17036653727037732, 0.16882889343271285, 0.16679636304236775, 0.16508694343587182, 0.16343614069945658, 0.16307043104572552, 0.16271315587756566, 0.16249952602686266, 0.16294454831746646, 0.16314306097044887, 0.1632695335335303, 0.16314063451698974, 0.16353757472752525, 0.16484136254764395, 0.16585113976119517, 0.1673883548317575, 0.1688276474298603, 0.17252764271398838, 0.17680649907754842, 0.18124653183543082, 0.18057896877236404, 0.17555726238433422, 0.17035351633359805, 0.16680268864436965, 0.16488216154685933, 0.16485168171024855, 0.16725865223517689, 0.16021240419044236, 0.1573806415516977, 0.15909335297263325, 0.15085096146265659, 0.144679175406996, 0.140495071946553, 0.13644254278681264, 0.12945494325438048, 0.12731176658445711, 0.12885536961390584, 0.11850360760958398, 0.11169705341445109, 0.11274050945009866, 0.10682721082086007, 0.09940181230020621, 0.09149901035922733, 0.09277406048053218, 0.09043283463491482]","[0.2099386776033955, 0.20991095905243545, 0.20957382530350585, 0.2094235860783729, 0.20911820402165232, 0.2090552892838264, 0.20847462151179555, 0.2084012730203468, 0.20773003043462188, 0.20716258846125354, 0.20696156777139102, 0.20616699616621914, 0.20479761992500808, 0.20426845025064488, 0.20212119847244533, 0.2013672462610181, 0.20110066783977643, 0.20011345559212462, 0.19887307341785784, 0.19710010009713697, 0.19490027087855416, 0.1925408042727658, 0.1892238595079838, 0.18681066269297053, 0.18534360881749823, 0.18351305844420887, 0.18046734606800074, 0.17783174984278627, 0.17511976223485154, 0.1724060214664305, 0.17107019746603824, 0.1685281844436511, 0.16671760148805512, 0.164500317798369, 0.16089612364886172, 0.15327504877640785, 0.14561439387010486, 0.14297856226777403, 0.13831232295519244, 0.13707792528126436, 0.1348044605929548, 0.12898760203076087, 0.12527596988079234, 0.12196769287300012, 0.11520505653583757, 0.10903395618727448, 0.10304534308545168, 0.09623881146954034, 0.0941833290640898, 0.09035438831614441]","[0.1979072620414358, 0.1932602872330214, 0.18973043184938806, 0.18711094646646897, 0.18478577960683543, 0.17873431934567025, 0.1729199492496334, 0.16925557092239005, 0.16622187588812481, 0.16227461182821812, 0.157494826919494, 0.15605461384187963, 0.14982509802809035, 0.14594118065152908, 0.1408356140600595, 0.13610816292978387, 0.13221987635883078, 0.12732915837385592, 0.12543055636036507, 0.12167596953995369, 0.1165640066361982, 0.11243406989703492, 0.1104321174667309, 0.10665517632473921, 0.10419350194020098, 0.10210870072787327, 0.09880854492411054, 0.09641369075235627, 0.09255656624410072, 0.08896489966070732, 0.08467764733803204, 0.08079568046405489, 0.07674342095010621, 0.07292398727720287, 0.06888287836190465, 0.06696594648565658, 0.06531837906768853, 0.06432495032889607, 0.06404385021907547, 0.06054538444904873, 0.05787286060682404, 0.05665003342410763, 0.05620652931656492, 0.053070875250547336, 0.04892865211088543, 0.04501438792522707, 0.042081732066540825, 0.039422683000996446, 0.03899377948276714, 0.03657159261582693]","[0.19448707398469028, 0.18271337942750648, 0.17085866833917285, 0.16137367669563524, 0.15010370813464005, 0.14113170931663907, 0.13407438595722862, 0.12732221518629014, 0.11906211011132646, 0.11167767828773797, 0.10378993534400034, 0.09732182916350883, 0.09073619156891481, 0.0839348844313245, 0.07807919596630516, 0.06945855178939582, 0.06335464776519263, 0.06008499799816563, 0.05434463363193214, 0.048581625773791576, 0.0417236938307904, 0.03749619531223203, 0.03402712577308102, 0.029146378771764556, 0.025694245930363405, 0.02325857408626454, 0.0204866648431212, 0.017595654972093387, 0.013381209158171736, 0.00931109657185559, 0.008093601583390123, 0.0062106669025964395, 0.00551412100183654, 0.0035820664716228845, 0.0020816964217851325, 0.001505724612938526, 0.0012786464948663693, 0.0013029603759518397, 0.001232090373232974, 0.0011742002863700098, 0.001138517658695921, 0.0010542519506760114, 0.0010134574041301418, 0.0009242653602326664, 0.0008422990760510842, 0.0008208706429610848, 0.000809966419985763, 0.000756496383460345, 0.0007404034171963206, 0.0006856462982815195]","[0.19535379065061048, 0.18756550591524804, 0.17995499982499472, 0.1748589665155963, 0.1675235414010109, 0.16425823424018146, 0.15659286636616612, 0.15134834086270074, 0.14555393875301384, 0.14377045372632977, 0.13917281298131823, 0.13490066247702187, 0.12815629114889968, 0.12347263939757744, 0.1191964173141011, 0.11686914881405175, 0.11367289970446277, 0.10938262497384295, 0.10541676053542375, 0.10200746640457392, 0.0982856793685614, 0.09521716693503549, 0.09132694499095051, 0.08846824554932581, 0.08489180624658856, 0.08082841543463978, 0.07660059800022775, 0.0714282312119359, 0.06665472564994886, 0.062416668714420635, 0.05835712683905488, 0.05722625838227595, 0.05357117529474919, 0.05171438151980553, 0.0436913829184599, 0.04106474830295765, 0.039419694145825364, 0.03718659021605589, 0.03301700425759689, 0.028858131307455168, 0.028690067666290897, 0.027439314407784958, 0.02313357689526077, 0.019647518106189556, 0.018640168995148934, 0.013726394590368665, 0.009574050048480321, 0.00921211320186404, 0.008960636163923601, 0.0091692834471404]"
bn_cat_mixed_species_brain_1,"[0.48743540051675127, 0.48165805446189836, 0.47847560721572174, 0.4712888888888491, 0.46781505376340354, 0.4648920360170983, 0.4615109511750516, 0.45723930813346636, 0.4547727272727005, 0.45238328664796773, 0.449425532925011, 0.44632768361579905, 0.4440809509774846, 0.440069965017476, 0.43524790236459293, 0.43109506805360204, 0.42782343025704755, 0.42442889317888405, 0.42146328146327366, 0.4189157631359408, 0.4134160154037784, 0.4070526133610214, 0.40303003585493274, 0.39977538185085437, 0.39032356532357065, 0.387621359223311, 0.3847357065803785, 0.3799229922992384, 0.3738029231494647, 0.36763443963444303, 0.3670973584238932, 0.3623864125915488, 0.3608976129111456, 0.35862703634085474, 0.35569002292966834, 0.345704644246172, 0.34393602929718264, 0.3426856528564636, 0.33595586952730144, 0.32906337316450035, 0.32875778247969556, 0.3191160372194875, 0.3110353737859759, 0.30778385772913824, 0.3003054555155386, 0.292051197989237, 0.28167828106852694, 0.27256790601416037, 0.272258597883601, 0.2659914356037807]","[0.48817829457359785, 0.48432988845139957, 0.47847560721572174, 0.47648042328038137, 0.47433763440856136, 0.4705459393303221, 0.4675018881335986, 0.4646276475635303, 0.4605968778695745, 0.45873249299716995, 0.4562028201110684, 0.45197740112992024, 0.44334659593278347, 0.43936031984006263, 0.43557589626238113, 0.4318816953889017, 0.4274415297092187, 0.42457636207635285, 0.4220529620529552, 0.4194606616624912, 0.4135179522029631, 0.4097236644744412, 0.40143713630752803, 0.4003563941299793, 0.3926739926739985, 0.39136793627085775, 0.3885144996510045, 0.3858543417367043, 0.38023479490806805, 0.3786349206349255, 0.37648791118179276, 0.36633855309428953, 0.3649285100638206, 0.36006187343358365, 0.35218898309603935, 0.35137050473358294, 0.3408387875954529, 0.3354227811525967, 0.33214789619551816, 0.3322359946891803, 0.33049343758613636, 0.3312305111874098, 0.3131018147257135, 0.3024867001064001, 0.29683962473878683, 0.29489408882696616, 0.2875581303145247, 0.28739897143239834, 0.2788037673917331, 0.2740424703636757]","[0.48817829457359785, 0.48432988845139957, 0.47847560721572174, 0.47606137566133316, 0.47406236559135717, 0.4714223271264578, 0.4675018881335986, 0.46368378268523913, 0.4605968778695745, 0.4566269841269575, 0.4545862412761444, 0.45263894924909315, 0.4498722860791607, 0.4462518740629484, 0.4371802695143517, 0.4332815815349458, 0.4289138221660234, 0.42621996996996037, 0.42147147147146463, 0.41797331109257224, 0.4151744251897127, 0.41238317757009313, 0.4042144242637987, 0.40344115004492637, 0.3955769230769277, 0.39256908140404184, 0.38649025953424376, 0.3816184559632495, 0.3795709570957153, 0.37619865319865764, 0.3727410155981615, 0.35995411419354045, 0.3592415316642088, 0.35253550543023926, 0.34821201941022345, 0.3466450959244342, 0.3383673946436908, 0.3303124928901345, 0.327017849874994, 0.3210231258545892, 0.3091189787116771, 0.3067850093712172, 0.2996146306691636, 0.29688065924044266, 0.28617685458021647, 0.280732505366757, 0.2791172185309714, 0.2723488161609206, 0.26041757967683693, 0.19113547317661345]","[0.48743540051675127, 0.48655060695533703, 0.4859413406657082, 0.4858010582010175, 0.4855505376343704, 0.48533744208406193, 0.48530809898259425, 0.4788533622363411, 0.4790633608815132, 0.47875816993461356, 0.47913402649192627, 0.47758945386061546, 0.4780503978779612, 0.47714392803596173, 0.4764251207729289, 0.47497283030583776, 0.4745627897176445, 0.47421171171170085, 0.47243243243242317, 0.4689630247428335, 0.4652253935893017, 0.4633783316026273, 0.45727384940927396, 0.4578227014076072, 0.45957264957264976, 0.4596309434901693, 0.4587124817564586, 0.4573124959554822, 0.45087788778878557, 0.4493367003367101, 0.44840582697726616, 0.44841152956029046, 0.4474978522336939, 0.4466666666666857, 0.445886524822713, 0.4451040951727472, 0.44256661991586566, 0.4431358496576051, 0.4397761497761642, 0.429721181856025, 0.4284005788219377, 0.4259273772204898, 0.42689120556001925, 0.42435476516188586, 0.42206349206349925, 0.42434021801492305, 0.4188608090900232, 0.4178359931747511, 0.41691358024691694, 0.41742088607595174]","[0.48880410206713876, 0.48707964238840695, 0.4850643669540881, 0.48317460317456173, 0.4811397849461957, 0.47960923157614643, 0.47477675596424285, 0.4725398545815473, 0.4704752066115361, 0.46748832866476825, 0.4663675639747116, 0.46475445458493414, 0.4619633559288473, 0.46075212393800746, 0.4583142639206475, 0.4555193292966726, 0.44892541087229637, 0.4464527027026878, 0.4453562653562528, 0.4444648318042715, 0.4423179295503372, 0.4402705665166666, 0.43875271850937203, 0.4345043426175503, 0.4329700854700881, 0.42755165546428164, 0.4132210165619757, 0.40763282210575597, 0.39831023102312124, 0.3966363636363805, 0.3938397581254885, 0.3923136264815356, 0.39016680985110147, 0.38456871345030447, 0.38303844718179564, 0.3811408525890444, 0.38083606046440177, 0.37852365026278983, 0.3750468050468127, 0.3336965697639821, 0.3326706065470075, 0.3321565407772274, 0.32112116699125587, 0.32338479577877893, 0.32372882486328103, 0.3138046517134305, 0.3072160885120055, 0.3089392657595031, 0.31052518126592427, 0.30639366083986574]","[0.48817829457359785, 0.48432988845139957, 0.47847560721572174, 0.47648042328038137, 0.47433763440856136, 0.4705459393303221, 0.4675018881335986, 0.4646276475635303, 0.4605968778695745, 0.45873249299716995, 0.4562028201110684, 0.45197740112992024, 0.44334659593278347, 0.43936031984006263, 0.43557589626238113, 0.4318816953889017, 0.4274415297092187, 0.42457636207635285, 0.4220529620529552, 0.4194606616624912, 0.4135179522029631, 0.4097236644744412, 0.40143713630752803, 0.4003563941299793, 0.3926739926739985, 0.39136793627085775, 0.3885144996510045, 0.3858543417367043, 0.38023479490806805, 0.3786349206349255, 0.37648791118179276, 0.36633855309428953, 0.3649285100638206, 0.36006187343358365, 0.35218898309603935, 0.35137050473358294, 0.3408387875954529, 0.3354227811525967, 0.33214789619551816, 0.3322359946891803, 0.33049343758613636, 0.3312305111874098, 0.3131018147257135, 0.3024867001064001, 0.29683962473878683, 0.29489408882696616, 0.2875581303145247, 0.28739897143239834, 0.2788037673917331, 0.2740424703636757]","[0.4905805878552523, 0.4883304625983819, 0.4843790359537972, 0.4834835978835578, 0.4773333333332952, 0.47052845528451825, 0.4688457950152965, 0.46812762498303634, 0.4630831037648962, 0.46116713352005084, 0.4553007643735247, 0.4536530011106098, 0.4487744375675272, 0.44802098950523506, 0.44134248665140136, 0.43380686228845833, 0.4325985040033666, 0.43145109395109016, 0.4291946491946473, 0.42587155963302636, 0.4245412844036701, 0.43247663551401905, 0.42958619878916343, 0.431557352500752, 0.4258913308913342, 0.42150280948825053, 0.4176538576595738, 0.4143892540514628, 0.41239651107968955, 0.4105189995190118, 0.40685818338880736, 0.39827176820655646, 0.3956113974799647, 0.39399122807018483, 0.37689436356850353, 0.384999618699009, 0.3872487143525091, 0.3761028826246275, 0.37465201465202047, 0.3687057844361266, 0.36627511065713764, 0.3618251480320497, 0.3702396863583764, 0.36695850433196925, 0.3584080298786206, 0.3596003059858501, 0.35421686746988096, 0.3513951620997699, 0.338132716049381, 0.3365137130801654]","[0.48743540051675127, 0.48165805446189836, 0.4796796233803678, 0.47595978835974734, 0.472427956989209, 0.46984220648654573, 0.4665311653116186, 0.46421668247298464, 0.4608080808080524, 0.45774042950510846, 0.4549256990931715, 0.451405186150926, 0.4499582473720195, 0.4471864067965828, 0.44375286041188344, 0.43484189825595204, 0.4324141382216492, 0.4306225868725794, 0.4279934479934423, 0.4238976925215405, 0.4218088118699712, 0.4192107995846307, 0.41694880385587535, 0.41546271338724394, 0.4136996336996376, 0.4034136171272202, 0.40177358969479043, 0.40055652624087523, 0.39723102310232533, 0.3918787878788007, 0.3831512402941085, 0.3772704958272062, 0.37103941662576595, 0.3663528613199741, 0.35408681277662635, 0.35122724450109827, 0.34323226251697897, 0.34077821764157495, 0.33853014710158047, 0.33308364544319974, 0.3295199182839661, 0.32666784843509195, 0.3248688916892621, 0.32232590710702996, 0.30952514339069015, 0.306551034068247, 0.3046636021437691, 0.2994174875611229, 0.2933245149911864, 0.29284960819771405]","[0.48743540051675127, 0.48165805446189836, 0.4796796233803678, 0.4774751322750914, 0.4735655913978106, 0.46984220648654573, 0.46756852814426453, 0.4658831233346579, 0.4641322314049321, 0.4563608776843833, 0.45478801690165443, 0.45220435559416716, 0.44526721681892656, 0.4424937531234261, 0.44105263157893654, 0.4389147647880674, 0.4350742730720533, 0.433354783354778, 0.4320802620802579, 0.42878231859882926, 0.42592026277041445, 0.4236760124610601, 0.41610239228825313, 0.4142917041030288, 0.41235042735043226, 0.4106329350261452, 0.40792245700870383, 0.40621238594448894, 0.40118811881189403, 0.3979326599326724, 0.39401497972927607, 0.388168875797752, 0.3864368556701128, 0.38283103592314977, 0.3785548978830126, 0.3770756392238966, 0.37482023197311415, 0.36294109617091486, 0.34972149543578385, 0.34713929017300055, 0.34388649739773597, 0.33517316017316195, 0.3348372602181755, 0.33487004103967255, 0.3301505046463032, 0.3251206640621439, 0.3145782899309185, 0.3044164599494287, 0.3000789976484392, 0.29476981615430675]"
bn_macaque_rhesus_brain_2,"[0.5265181518151782, 0.4832491582491574, 0.46469800041228715, 0.44578862472824404, 0.41235323596792917, 0.36151315789473804, 0.2597984322508396, 0.13490429344924884, 0.11064360292971798, 0.0794314381270903, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5265181518151782, 0.4832491582491574, 0.46469800041228715, 0.44578862472824404, 0.4115657216494869, 0.36151315789473804, 0.2706420306084361, 0.13490429344924884, 0.13199314321333958, 0.12904124860646604, 0.12604802604802615, 0.12301290054099055, 0.11993530813755544, 0.11681469871125055, 0.11365053907154962, 0.11044231646146842, 0.10718954248366024, 0.10389175750621539, 0.10054853560583803, 0.09715949011341966, 0.09372427983539096, 0.09024261603375525, 0.086714270258574, 0.08369408369408363, 0.08082706766917287, 0.07719298245614029, 0.07351351351351347, 0.06978896704924098, 0.06601978691019784, 0.062206572769953054, 0.058350100603621745, 0.055348516218081456, 0.05214549587951124, 0.04967808018729882, 0.047263681592039815, 0.04335664335664337, 0.03942307692307692, 0.035466269841269826, 0.032343403311145234, 0.029261413714084254, 0.027003642987249537, 0.027919020715630877, 0.02888174556789401, 0.029895140149223624, 0.0275689223057644, 0.02265151515151515, 0.023490460157126823, 0.021500116468669932, 0.018759071117561685, 0.016163901458019107]","[0.5265181518151782, 0.4832491582491574, 0.46469800041228715, 0.44578862472824404, 0.4115657216494869, 0.36151315789473804, 0.2706420306084361, 0.13490429344924884, 0.10193626305127008, 0.07513139034878165, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5466501650164978, 0.5480303030302995, 0.5478767264481522, 0.5477067115505971, 0.5475193298969052, 0.5478983918128638, 0.5479843225083978, 0.548520552123846, 0.5493805516596542, 0.549788979136806, 0.5497150997151014, 0.5506866416978796, 0.5516258086482829, 0.5526602229188468, 0.5535507440078451, 0.5536707706338401, 0.5550420168067279, 0.5561292790208504, 0.5573268684494125, 0.5585666967780839, 0.5599279835390997, 0.5612605485232116, 0.5631559017635013, 0.5649073149073194, 0.5656470722260241, 0.5675146198830453, 0.5693693693693733, 0.5713933111193423, 0.5715372907153763, 0.57166145018258, 0.574211938296448, 0.5768806073153925, 0.5796746234725796, 0.5796385718466509, 0.5814865068596426, 0.5834110334110347, 0.5849759615384625, 0.5859375000000008, 0.58589349718382, 0.5858011634056053, 0.5856557377049171, 0.5854519774011278, 0.5863530099357074, 0.5868622706190737, 0.5887635756056782, 0.5910173160173132, 0.5924803591470231, 0.5939902166317232, 0.5945815191098184, 0.5956510809451959]","[0.5462541254125378, 0.5455387205387177, 0.5412457912457891, 0.5359071463636984, 0.5118843069873992, 0.48936403508772, 0.48768197088465887, 0.4684282772820872, 0.45188561633161944, 0.3965599617773531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5265181518151782, 0.4832491582491574, 0.46469800041228715, 0.44578862472824404, 0.4115657216494869, 0.36151315789473804, 0.2706420306084361, 0.13490429344924884, 0.13199314321333958, 0.12904124860646604, 0.12604802604802615, 0.12301290054099055, 0.11993530813755544, 0.11681469871125055, 0.11365053907154962, 0.11044231646146842, 0.10718954248366024, 0.10389175750621539, 0.10054853560583803, 0.09715949011341966, 0.09372427983539096, 0.09024261603375525, 0.086714270258574, 0.08369408369408363, 0.08082706766917287, 0.07719298245614029, 0.07351351351351347, 0.06978896704924098, 0.06601978691019784, 0.062206572769953054, 0.058350100603621745, 0.055348516218081456, 0.05214549587951124, 0.04967808018729882, 0.047263681592039815, 0.04335664335664337, 0.03942307692307692, 0.035466269841269826, 0.032343403311145234, 0.029261413714084254, 0.027003642987249537, 0.027919020715630877, 0.02888174556789401, 0.029895140149223624, 0.0275689223057644, 0.02265151515151515, 0.023490460157126823, 0.021500116468669932, 0.018759071117561685, 0.016163901458019107]","[0.5265181518151782, 0.5256060606060581, 0.5193602693602674, 0.5135528438179383, 0.49810280641466226, 0.48936403508772, 0.4709219858156038, 0.4549302219171823, 0.45188561633161944, 0.46181716833890774, 0.46121286121286154, 0.2062421972534332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5265181518151782, 0.4832491582491574, 0.4664673950388241, 0.446752927975316, 0.4154495990836222, 0.36193347953216504, 0.2706420306084361, 0.13490429344924884, 0.11064360292971798, 0.07513139034878165, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5265181518151782, 0.520420875420873, 0.5150140864426561, 0.5068553194473662, 0.49810280641466226, 0.48008040935672613, 0.46452034341172216, 0.4549302219171823, 0.45188561633161944, 0.20425226946966077, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
