,network,random,BC,greedy
0,bn_macaque_rhesus_brain_2,"[0.5374199184624309, 0.5364168769818122, 0.5355109040315759, 0.5345078625509575, 0.5335048210703388, 0.5325503138549115, 0.5316443409046753, 0.530301559567718, 0.5292499838219084, 0.5279557367501424, 0.5251569274574486, 0.5241053517116386, 0.52310231023102, 0.522002200220019, 0.5209506244742091, 0.5190739662201486, 0.5171002394357053, 0.5148838413253064, 0.5136381285187316, 0.5110819905519938, 0.5097392092150366, 0.507862550960976, 0.5062770982980627, 0.5047401799003406, 0.5024752475247499, 0.4976865333592161, 0.4941111758234628, 0.48492202161392445, 0.4835145279233791, 0.4810878146638178, 0.4723678250177949, 0.4713971397139704, 0.4687762893936446, 0.4661069048081272, 0.46406846567009613, 0.46270950624474194, 0.46008865592441583, 0.45707953148256014, 0.4554293664660586, 0.4533423930628363, 0.44321490972626787, 0.4411764705882369, 0.4388468258590581, 0.4369054552514096, 0.43350805668802384, 0.4245939299812361, 0.42197307966091, 0.4178962013848475, 0.4156636251860516, 0.41182941823594504, 0.40291529152915756, 0.40007441920663167, 0.3969682262343936, 0.38708341422378045, 0.3821814534394668, 0.380531288422965, 0.37616320455575486, 0.3723031126642126, 0.3635345887529975, 0.3603313272503767, 0.350763605772346, 0.3436225975538769, 0.3348055393774708, 0.32676502944412417, 0.3220572057205752, 0.31712935999482594, 0.307729890636125, 0.2990584352552925, 0.29087232252637224, 0.27843137254902095, 0.2699508186112738, 0.2564421147997157, 0.25347828900537134, 0.24999352876464132, 0.24494596518475395, 0.24039021549213768, 0.22392415712159386, 0.22043292564550432, 0.20299618197113667, 0.19082702387885694, 0.18362777454215867, 0.17387238723872273, 0.16898290669402996, 0.15167235210916014, 0.1466354198445056, 0.1326737295578301, 0.12259894056632611, 0.11434857771491523, 0.10017703451017437, 0.08815579036895298, 0.0800875465697833, 0.06618771821159715, 0.05749060900487812, 0.03238460400661914, 0.025812371153081694, 0.011680579822688152, 0.0082184689057141, 0.0054358377014172, 0.00320326150262085, 0.00145602795573675, 0.0]","[0.5374199184624309, 0.5166957872257786, 0.49757328674043644, 0.49142561314954797, 0.48145991069695027, 0.48055393774671396, 0.4770756487413427, 0.47476218210056126, 0.46596130201255265, 0.44238982721801584, 0.4333948100692429, 0.4324888371190068, 0.430078301947843, 0.4216656959813645, 0.4193522293405829, 0.41844625639034716, 0.41569598136284447, 0.4135766517828281, 0.41092344528570773, 0.38963308095515836, 0.36746909985116505, 0.3273959748916093, 0.32649000194137323, 0.325584028991137, 0.3246780560409007, 0.3237720830906644, 0.3172684915550401, 0.3162169158092303, 0.31456675079272867, 0.3118002976768289, 0.3106840095774308, 0.3099074613343712, 0.30392156862745273, 0.28373131430790255, 0.2642690739662209, 0.2631527858668226, 0.26213356629780693, 0.2610172781984088, 0.25383420695010744, 0.2525723160551356, 0.2454863133372166, 0.2325761987963503, 0.21020190254319507, 0.20879440885264958, 0.2028732284993199, 0.20190254319549522, 0.20025237817899358, 0.19928169287516898, 0.1978256649194322, 0.19641817122888663, 0.18093574063288603, 0.18015919238982642, 0.17467482042321802, 0.1729275868763339, 0.17156862745097956, 0.1662783925451361, 0.16550184430207648, 0.1646767617938256, 0.16390021355076595, 0.16254125412541157, 0.16123082896524857, 0.1598718695398942, 0.15880411570568725, 0.1577848961366715, 0.14895165987186865, 0.14050669772859561, 0.13973014948553603, 0.1353944217951201, 0.13461787355206045, 0.13384132530900086, 0.13306477706594128, 0.13228822882288166, 0.12804956966284828, 0.12727302141978872, 0.12649647317672919, 0.12225781401669564, 0.12148126577363608, 0.1207047175305765, 0.1166601954313078, 0.1158836471882482, 0.11510709894518865, 0.10730926033779853, 0.10653271209473889, 0.10575616385167935, 0.09405940594059413, 0.07935352358765292, 0.06853038245000975, 0.06445350417394687, 0.060522228693457615, 0.05081537565521258, 0.05003882741215298, 0.04926227916909335, 0.043632304406911265, 0.033068012683621306, 0.02785866821976316, 0.01938134989969585, 0.01860480165663625, 0.01782825341357665, 0.008736167734420501, 0.0026208503203261502, 0.0]","[0.5374199184624309, 0.5271630104186857, 0.5262570374684494, 0.5253510645182131, 0.5244450915679768, 0.5234905843525496, 0.515903060894322, 0.5149970879440858, 0.5140911149938495, 0.5131851420436134, 0.5122306348281861, 0.5047401799003408, 0.5033488642981924, 0.502442891347956, 0.50153691839772, 0.5006309454474839, 0.4997249724972478, 0.4987445803403852, 0.49783860739014896, 0.4904711059341213, 0.48941953018831147, 0.4884164887076927, 0.48751051575745646, 0.4866045428072204, 0.4855044327962195, 0.4844755063741657, 0.48327832783278213, 0.4758622921115631, 0.4748916068077388, 0.4739694557691055, 0.4730958389956634, 0.4716883453051178, 0.4709117970620582, 0.4700381802886164, 0.46887335792402707, 0.46785413835501144, 0.466640781725231, 0.4654986086843977, 0.4638484436678961, 0.46287775836407163, 0.4618326538536203, 0.4548145991069694, 0.4536497767423801, 0.4457386915162108, 0.4449621432731511, 0.44403999223451784, 0.4431663754610757, 0.4423898272180161, 0.44156474470976537, 0.4406911279363236, 0.43986604542807284, 0.43290946741733055, 0.42341292952824755, 0.42263638128518793, 0.42185983304212854, 0.42108328479906887, 0.42030673655600925, 0.4135119394292376, 0.4120559114735009, 0.4104542807221905, 0.4091438555620274, 0.40710541642399606, 0.4060376625897891, 0.4047272374296259, 0.40327120947388934, 0.40181518151815276, 0.39573222028085275, 0.3948586035074107, 0.38793438167346206, 0.38657542224810776, 0.38550766841390083, 0.38395457192778154, 0.38288681809357455, 0.3817705299941763, 0.38060570762958695, 0.37944088526499764, 0.37822752863521714, 0.37715977480101026, 0.3653983045363362, 0.36287452274639254, 0.3544457386915164, 0.346599365818935, 0.344657995211286, 0.34271662460363694, 0.33603507409564504, 0.3299359347699478, 0.32857697534459357, 0.30663948747815956, 0.262085032032615, 0.22102504368083867, 0.1834595224228305, 0.14938846825859056, 0.1188118811881188, 0.09172976121141525, 0.0681421083284799, 0.048048922539312755, 0.0314502038439138, 0.018345952242283053, 0.008736167734420501, 0.0026208503203261502, 0.0]"
1,word_adjacencies,"[0.4420474045473864, 0.44058612183610324, 0.43901758901757043, 0.4377279064778898, 0.4350681038180868, 0.4333440583440431, 0.43141087516085974, 0.42243135993134695, 0.4155244530244435, 0.4138272200772115, 0.4127600815100744, 0.4065047190047141, 0.4041076791076751, 0.4017669455169405, 0.3995200557700524, 0.39654386529386204, 0.38813813813813963, 0.38619691119691446, 0.3840653153153183, 0.37747211497211974, 0.3760483697983762, 0.3742170742170806, 0.37213105963106635, 0.36823251823252656, 0.36010449224736085, 0.3507909695409834, 0.3491071428571561, 0.3473401973402109, 0.34614703989705464, 0.3444658944659096, 0.3426640926641081, 0.3401946589446755, 0.33815154440156164, 0.33600386100388, 0.33195785070786954, 0.327484755163344, 0.320280229208817, 0.31822907090765784, 0.3165666942452808, 0.31557999325857944, 0.3083486547772394, 0.30607418643134204, 0.3013463718820975, 0.29864098792671256, 0.2968767236624475, 0.2916134246491476, 0.28583532512104715, 0.27911495679353515, 0.2765348256419751, 0.2739167739167803, 0.2715925108782315, 0.26903612796470494, 0.26595192130906886, 0.2638329656186843, 0.25992369920941705, 0.2571076178219059, 0.24815951155237162, 0.24480852025494987, 0.2377261828154686, 0.2335505148005138, 0.22947615983330147, 0.22188463974178158, 0.2165684817470517, 0.20560094533308465, 0.2003257722007689, 0.189838626892196, 0.18454621713550237, 0.1814809707666841, 0.17669550928479427, 0.16873352944781345, 0.16158615131829482, 0.15385137572637678, 0.14362820612820637, 0.1384946925125499, 0.12850855841927292, 0.12474171759886085, 0.1140217501824649, 0.11026183302969013, 0.10059105951963168, 0.09405775209346742, 0.08907156808942633, 0.08258904776762027, 0.07445747579676226, 0.06935848766205983, 0.06128984968270728, 0.04677317623746209, 0.04012988477274179, 0.032505472237614956, 0.029812786509214987, 0.020218560397131838, 0.014627765520622667, 0.012557838450695592, 0.008789146289146288, 0.007378807378807376, 0.0059389746889746894, 0.004182754182754184, 0.003297940797940798, 0.0022254397254397257, 0.0013674388674388674, 0.0006435006435006435, 0.0]","[0.4420474045473864, 0.4222383097382966, 0.3950477262977231, 0.38056896181896455, 0.37535928785929207, 0.37039092664093504, 0.3649950971379622, 0.36154164368451086, 0.3581579028007714, 0.3474876662376801, 0.3447688760188887, 0.34146825396826663, 0.33919455169456497, 0.33675729300730795, 0.33453453453454973, 0.33220988845990457, 0.32901000490287713, 0.32355901820189, 0.3211941533370248, 0.3146733468162173, 0.31313967028254075, 0.31030750137894164, 0.30801503033646965, 0.3055804529018913, 0.30337531408960894, 0.3019301188944133, 0.29992875528590607, 0.29656186799044465, 0.2876861555433043, 0.2811641999142045, 0.2800327112827161, 0.27528842618128835, 0.2704828553042892, 0.2679574983146465, 0.2652375589875636, 0.2643929643929689, 0.2621928050499508, 0.25951442513942735, 0.25825442789728686, 0.2568280014708608, 0.2552514248942838, 0.24885184929828005, 0.24732889777532852, 0.2457791337255641, 0.2431706579028021, 0.24140696819268298, 0.2316562736205602, 0.230077398827399, 0.22076119486833726, 0.215690946048088, 0.21100124359052783, 0.20494480449837418, 0.19986383066740068, 0.1970773707380833, 0.19408165122450607, 0.18521889236174766, 0.1828982681661237, 0.18104584176012717, 0.17940242538456863, 0.17660141008355285, 0.17149209158137635, 0.16973395589466922, 0.16771535566178308, 0.1632037707930552, 0.14679909501337907, 0.1427504034646876, 0.1377355033605024, 0.1355389190210614, 0.12723073839145257, 0.1160264218299932, 0.1109259131580566, 0.10949699699699775, 0.10529202672059924, 0.10089400625115029, 0.099462983391556, 0.09709339441482405, 0.09447904537190376, 0.08846681212752769, 0.08283434176291457, 0.0763063446099173, 0.07141229239443615, 0.06705059651488289, 0.06294400267614608, 0.058631335417050116, 0.053982298625156015, 0.047644008804723054, 0.04425879961594226, 0.03454404659761789, 0.029891434802148995, 0.026497926497926434, 0.02222554186839898, 0.02048502584216866, 0.011871437764294907, 0.010445011337868477, 0.008815958815958813, 0.0069122694122694135, 0.004625160875160877, 0.0028153153153153147, 0.0017964392964392967, 0.0008580008580008581, 0.0]","[0.4420474045473864, 0.4096632346632275, 0.38449699699699785, 0.37756595881596244, 0.3761717074217121, 0.3692808880308962, 0.3677659802659885, 0.36681413556414416, 0.3658220720720802, 0.3642535392535488, 0.36307378807379814, 0.35646450021451237, 0.353928035178048, 0.3429241741741878, 0.3361674174174355, 0.3296787859288081, 0.3280298155298377, 0.3217959030459242, 0.3192728442728645, 0.3171037108537299, 0.30654225654227285, 0.30032175032176583, 0.29872640497642033, 0.29269358644359994, 0.2857947232947357, 0.28393661518662794, 0.27823090948092144, 0.2771584084084202, 0.2758714071214191, 0.26433933933935017, 0.2626769626769736, 0.2606123981124092, 0.25799281424282466, 0.25620709995711, 0.2542524667524766, 0.25235950235951154, 0.24675032175033076, 0.24516033891034777, 0.24044401544402388, 0.23483483483484266, 0.23297672672673422, 0.22793060918061547, 0.22657389532390174, 0.2206939081939134, 0.21588910338910783, 0.2101780351780379, 0.20551533676533873, 0.19678785928785933, 0.1956134706134707, 0.19436668811668747, 0.18935006435006266, 0.18827756327756154, 0.1830142642642618, 0.1816924066924036, 0.1765309952809919, 0.1749624624624588, 0.17351458601458203, 0.16866956241955772, 0.16729944229943705, 0.1627493564993509, 0.1575182325182275, 0.15333547833547356, 0.14800246675246276, 0.14331563706563344, 0.13859931359931055, 0.13375160875160605, 0.1270002145002123, 0.12242063492063315, 0.11868564993564833, 0.11223187473187368, 0.11052659802659726, 0.10154708279708267, 0.09664843414843459, 0.09243082368082448, 0.08963427713427827, 0.08719816755531169, 0.08236578415149998, 0.07631304774162055, 0.07281516210087759, 0.06722206900778419, 0.06226175154746649, 0.058935849114421006, 0.057616672795244614, 0.05448765091622263, 0.05113014800514814, 0.0491462125390698, 0.04331199822271234, 0.04022223754366583, 0.03480304283875695, 0.031383871116013845, 0.027908967641110435, 0.02533381595881587, 0.022290977201691414, 0.01811569222283506, 0.013560818471532754, 0.011746376478519333, 0.006871156871156874, 0.00324967824967825, 0.0018902831402831403, 0.0008580008580008581, 0.0]"
2,circuits_s208,"[0.24805177209999646, 0.2464086644211211, 0.24355092625990088, 0.2412781158987575, 0.24031865972320532, 0.23774679459545422, 0.2349297697590569, 0.23127886467203362, 0.226516332047425, 0.2247593981234409, 0.22260995451281382, 0.21668692482606638, 0.2086696308854552, 0.20509213122002773, 0.20286162263875418, 0.1964522944877914, 0.1959660020390276, 0.1928763934284868, 0.18554184829757286, 0.18477467112814674, 0.18350878486700248, 0.17545721112649768, 0.1745313632761138, 0.16781901655225184, 0.15979421156904036, 0.1525948621972191, 0.1495169167943854, 0.1394917200087783, 0.1359008655332998, 0.12160380815313303, 0.11342695468755898, 0.11042862415569671, 0.10918474542231792, 0.10039774200118194, 0.09923465716718545, 0.09815052437664436, 0.09689913460066452, 0.09137357020435095, 0.09003987364304293, 0.08897046630077284, 0.08333541265931746, 0.07365830103104706, 0.07215313580603683, 0.05596555291041157, 0.05325981767859581, 0.04640000668316632, 0.0453948518777134, 0.04416090164633729, 0.04217397898132218, 0.04035150483802424, 0.038688235998898445, 0.03801759516432317, 0.03749824367626826, 0.03583424132807677, 0.03496425182849775, 0.033185064871150645, 0.03142550633066814, 0.028165458937034506, 0.027494818102459243, 0.02440121297660921, 0.023459606148266168, 0.021498892803594013, 0.020428530132499737, 0.017268275688543937, 0.015402803852878363, 0.014928613363784744, 0.014174424681131089, 0.012532499790323929, 0.01177524661131218, 0.01116105702543854, 0.010754608034786867, 0.01015477319501164, 0.009145102289662643, 0.008806394797452917, 0.007848981619473422, 0.007442532628821749, 0.007036083638170076, 0.0066973761459603485, 0.006426410152192567, 0.005638350720317933, 0.005367384726550151, 0.004662873142753919, 0.004391907148986136, 0.003940297159373165, 0.0034886871697601958, 0.0030709479293681975, 0.002619337939755228, 0.0022806304475454994, 0.002009664453777717, 0.0015580544641647473, 0.0014225714672808562, 0.0012193469719550196, 0.0010838639750711287, 0.0009483809781872375, 0.0008128979813033464, 0.0006774149844194553, 0.0005419319875355643, 0.0004064489906516732, 0.00027096599376778217, 0.00013548299688389108, 0.0]","[0.24805177209999646, 0.240393541938044, 0.23205322654584135, 0.22458668662773745, 0.21939825743511, 0.2127427548440975, 0.20782594206588426, 0.20388040206493133, 0.19942778247208556, 0.19451949356593226, 0.18369556308299723, 0.17887336118662958, 0.17484553092072375, 0.17153653185636283, 0.16809903542333623, 0.1632018929437503, 0.14974938655495487, 0.14517259127970458, 0.141552171802678, 0.13812490153405368, 0.13443547650605578, 0.125214401324917, 0.11033157402918867, 0.1096993200437305, 0.10691170700888222, 0.10541010379341922, 0.09799429683174297, 0.09316770999221721, 0.09227494468148896, 0.09098629103795378, 0.08192500923064976, 0.0795954983142277, 0.07840289022013645, 0.07449156764490475, 0.07186638646285776, 0.05810125023118271, 0.05653967672813785, 0.05198364274031546, 0.051419130253299236, 0.04809663495817143, 0.047001480733359954, 0.04594643377667358, 0.04036706117047537, 0.039451529442723045, 0.03902249995259073, 0.037361871520522054, 0.03588215853152844, 0.03077496274217581, 0.029874323391461923, 0.0295356158992522, 0.029196908407042477, 0.028426268217624336, 0.02788433623008877, 0.027038212656692463, 0.025918219882452288, 0.024482745272611076, 0.02421177927884329, 0.023940813285075517, 0.023669847291307736, 0.023398881297539954, 0.022565660866704026, 0.022080180127870098, 0.021132444306810882, 0.02067631821730177, 0.020405352223533988, 0.018867620208901863, 0.017475908757577895, 0.017204942763810106, 0.014241090917692998, 0.013596256368238475, 0.013113033679352602, 0.011375087902658692, 0.010775414352165467, 0.00939800388384591, 0.008445106805762539, 0.008049948064851192, 0.007598338075238222, 0.007078986587183307, 0.006480603350946123, 0.0060967348597750996, 0.005599963871200832, 0.0051709343810685095, 0.004561260895091, 0.004143521654699002, 0.003737072664047329, 0.0033532041728763042, 0.0028677234340423606, 0.0024612744433906873, 0.002077405952219663, 0.0017386984600099354, 0.0014225714672808562, 0.0012870884703969651, 0.001151605473513074, 0.0010161224766291831, 0.0008128979813033464, 0.0006774149844194553, 0.0005419319875355643, 0.0004064489906516732, 0.00027096599376778217, 0.00013548299688389108, 0.0]","[0.24805177209999646, 0.23788389537271018, 0.2276113810018364, 0.22734041500806862, 0.22706944901430076, 0.2209977139932375, 0.21516699892258276, 0.21174476293700994, 0.20850042902948693, 0.20726156605440943, 0.20616877740573367, 0.20173654793624576, 0.19858495536587492, 0.19552803960404244, 0.1932203663202145, 0.18869991161347124, 0.18786782020761014, 0.18416709139510845, 0.18158534852072317, 0.17783182434991215, 0.17711311930929965, 0.17337975629873875, 0.1716585846073743, 0.16790726472341666, 0.1649988963903092, 0.16218541991811436, 0.16130918901207691, 0.15852093720607674, 0.15587965414886107, 0.15434230336344115, 0.1512126998985174, 0.1504850164212062, 0.14733729479360325, 0.14421855147366686, 0.14380081223327543, 0.14123335079167776, 0.1384149281148353, 0.13675513432660344, 0.1336722509903669, 0.1284984280648839, 0.12414791849827883, 0.12133309794873379, 0.11659549410531792, 0.1091475851670957, 0.10887661917332785, 0.10142376403045734, 0.09821725490334077, 0.09411403113137244, 0.06334921495130172, 0.0598229718166044, 0.05873873149987524, 0.05604498543802186, 0.05495531504879859, 0.05294661833071289, 0.05057733254115881, 0.04697966757985746, 0.04670870158608968, 0.04567903080977205, 0.04508742172337906, 0.04457548954229638, 0.04323356271601781, 0.04269388877843029, 0.04208421529245278, 0.040620862074594706, 0.03897413271820532, 0.03732419712639195, 0.03494054192807747, 0.033545590028451415, 0.03127614230445819, 0.029759162844110603, 0.02825874241671547, 0.02600988595772489, 0.024738818889340375, 0.022877863153570942, 0.021425990800059285, 0.019723743717782447, 0.017414833882792136, 0.016365485814069995, 0.015347222588788753, 0.01384464186252561, 0.012971216412484525, 0.011517726278598785, 0.010224665217213637, 0.008555159859183705, 0.00780930445610028, 0.0065489900065160865, 0.005042225534028814, 0.004391907148986138, 0.003691911665086033, 0.0033532041728763055, 0.0032177211759924153, 0.0030822381791085238, 0.002551596441313282, 0.0020886962019599866, 0.001625795962606692, 0.001230637221695344, 0.0007225759833807523, 0.0005870929864968613, 0.00027096599376778217, 0.00013548299688389108, 0.0]"
3,bn_cat_mixed_species_brain_1,"[0.49122242098981933, 0.4893798449611966, 0.4883363148478971, 0.4872331544424107, 0.4861140926256741, 0.4845319022062741, 0.4832180481017222, 0.4818167362352951, 0.4807433909759037, 0.4796700457165117, 0.4779646193599221, 0.47679984098584177, 0.47553170343863493, 0.4741741204531447, 0.47267740011921494, 0.4712760882527867, 0.46987477638635905, 0.4633870005962597, 0.46174517988467134, 0.4603140528721489, 0.45870204730665426, 0.45746372490554105, 0.45624130391567846, 0.4548539057840945, 0.4533313456568831, 0.45209302325576994, 0.4506618962432478, 0.448946531504628, 0.4473961439077287, 0.4458755714569235, 0.44468296561315473, 0.44323593718938287, 0.4418167362352982, 0.44022063208105416, 0.4388332339494703, 0.43639435499896423, 0.4341423176306477, 0.4323355197773391, 0.4308427747962218, 0.4286106141919684, 0.42719936394350977, 0.4255436294970778, 0.4238461538461143, 0.42143311468888994, 0.4194653150466717, 0.41749950308086115, 0.41546611011723594, 0.40884118465510355, 0.40534088650364325, 0.4029119459351681, 0.40113893858076527, 0.3989326177697939, 0.3973961439077391, 0.39489564698863694, 0.3849970184853623, 0.3824845955078235, 0.37944941363543216, 0.3774358974358705, 0.3746770025839532, 0.3715583383024987, 0.36813555953088356, 0.3647843371098938, 0.3619538859073494, 0.358439957974818, 0.35476275662319895, 0.3513053354913596, 0.34761024505208366, 0.34416758951640475, 0.33574410086036055, 0.33144873214638704, 0.3257622739017913, 0.32172672288949544, 0.3133716670925815, 0.3082400545191093, 0.30420762699830944, 0.2996484652298452, 0.29362083652779797, 0.2878376920237237, 0.2785462986625648, 0.26130415235065735, 0.2499121163074599, 0.23444454770035789, 0.22517487680277887, 0.21589327554443247, 0.20097803574547218, 0.18754754289637754, 0.17753675265302937, 0.16488598395574897, 0.14105779663919285, 0.12207180846715811, 0.10908130033353433, 0.08691354626953775, 0.057771643648209386, 0.04374058675042602, 0.02836530725618371, 0.014593201802504122, 0.008572848340290201, 0.005555555555555554, 0.003140528721924071, 0.0015503875968992248, 0.0]","[0.49122242098981933, 0.4802742993440242, 0.47701053468491117, 0.46665672828459515, 0.4636385836385437, 0.456284180935305, 0.4530383053638482, 0.4495638470056696, 0.44297356390375975, 0.4413317431921715, 0.43943947525339205, 0.4363727745122734, 0.434190305818178, 0.4317872050429837, 0.4294695743532607, 0.426802112616032, 0.42502314223241144, 0.41792600164690064, 0.41576340971686665, 0.4140281682141833, 0.4121816168327488, 0.4096319959110355, 0.40778941988241324, 0.40546611011724276, 0.3966771729562154, 0.3949737342760325, 0.39154172700681683, 0.38959579180506654, 0.38566729136493744, 0.38392807450944216, 0.380672970440386, 0.3781466337280033, 0.37086321946784656, 0.36838969815711514, 0.3642434051736142, 0.36283414260156116, 0.3571684129823443, 0.3505548456711035, 0.34807706505378855, 0.34511343953202367, 0.3425413862622966, 0.3313817190561202, 0.32829684527357267, 0.3267703097935487, 0.32257006559330503, 0.3201868415821748, 0.3105332651844142, 0.3025995967856309, 0.29990203594853554, 0.2955328392537573, 0.29202686202685024, 0.28397932816536475, 0.2815120538376261, 0.2766447549005612, 0.27409598584016504, 0.26869234555280547, 0.26697896849059083, 0.25967368978996447, 0.25262893867544806, 0.24001594873687715, 0.2341946124504238, 0.2312121040027992, 0.22197655488352955, 0.2203645493180353, 0.20762858588440086, 0.19906989055468619, 0.1948597079724101, 0.1866208796173025, 0.18146853411612007, 0.17929666636285643, 0.17639107927122252, 0.17090152145608412, 0.1663094084739892, 0.1349141039838701, 0.12172132776783898, 0.11815288071101968, 0.1108339722293206, 0.10433029502796909, 0.09536294024666153, 0.09179293574642435, 0.08702672004997605, 0.08249396598233845, 0.07772553028367044, 0.06986228242042268, 0.0660362892921036, 0.046642814549791446, 0.04540250447227207, 0.04292983502285841, 0.03811965811965813, 0.035148081892267945, 0.03288610614192002, 0.026581196581196523, 0.024142317630689684, 0.021866428145497878, 0.01710395547604851, 0.013933611608030229, 0.010832836414231769, 0.007294772411051477, 0.005440270323991253, 0.0026336712383224024, 0.0]","[0.49122242098981933, 0.47926654740603947, 0.4723394951301528, 0.4704730669846545, 0.46401113098783714, 0.45690518783538425, 0.4556827668455212, 0.4484873782547864, 0.44691910157023057, 0.4398310475054352, 0.43326177698267915, 0.42640826873382365, 0.4196302921884074, 0.4083999204929247, 0.39656330749352176, 0.3953110713575649, 0.3887318624527763, 0.38229974160205277, 0.375879546809767, 0.3747465712581873, 0.36387596899223906, 0.3576048499304239, 0.35638242894056094, 0.3502007553170279, 0.34413834227787127, 0.34315444245676285, 0.3370920294176071, 0.325871596104152, 0.31958060027827334, 0.31847743987278787, 0.3123156430133164, 0.3103776585171932, 0.3089584575631084, 0.3029020075531712, 0.2914927449811188, 0.28916716358577016, 0.2870045716557361, 0.27004770423375374, 0.2690936195587389, 0.26769230769231095, 0.25785330948122087, 0.2565016895249499, 0.2551182667461791, 0.24252633671239146, 0.2408268733850207, 0.23549990061618722, 0.2303418803418872, 0.2250546611011787, 0.21989862850328465, 0.21872391174717273, 0.21375074537865696, 0.2089405684754565, 0.20741800834824525, 0.20307692307692715, 0.19792486583184626, 0.19675213675214032, 0.19194195984893953, 0.19012323593719227, 0.18523951500695932, 0.18072748956470125, 0.17927847346452247, 0.1750089445438304, 0.17066587159610638, 0.16027429934406845, 0.1580818922679401, 0.15115285231564393, 0.1460902405088459, 0.14484197972570118, 0.14013118664281485, 0.13913734843967424, 0.13506459948320412, 0.13117670443251797, 0.1301947922878149, 0.12625919300337782, 0.1224905585370685, 0.12127012522361194, 0.11736632876167605, 0.11087258994235588, 0.10630888491353489, 0.10186245279268437, 0.09810971973762583, 0.09474657125819841, 0.09160206718346187, 0.08845756310872535, 0.0851282051282048, 0.08057443848141499, 0.07731464917511412, 0.07407473663287606, 0.07306499701848536, 0.06782150665871611, 0.062095010932220515, 0.0564639236732263, 0.04314450407473675, 0.03736831643808395, 0.0348737825482012, 0.025716557344464278, 0.022347445835817905, 0.016436096203538062, 0.01021466905187836, 0.0027429934406678594, 0.0]"
