,network,BC,NBC,MEB,MEC,MED
0,bn_macaque_rhesus_brain_2,"[0.49122242098981933, 0.48165805446189836, 0.4712888888888491, 0.4648920360170983, 0.45723930813346636, 0.45238328664796773, 0.44632768361579905, 0.440069965017476, 0.43109506805360204, 0.42442889317888405, 0.4189157631359408, 0.4070526133610214, 0.39977538185085437, 0.387621359223311, 0.3799229922992384, 0.36763443963444303, 0.3623864125915488, 0.35862703634085474, 0.35569002292966834, 0.345704644246172, 0.34393602929718264, 0.3426856528564636, 0.33595586952730144, 0.32906337316450035, 0.32875778247969556, 0.3191160372194875, 0.3110353737859759, 0.30778385772913824, 0.3003054555155386, 0.292051197989237, 0.28167828106852694, 0.27256790601416037, 0.272258597883601, 0.2659914356037807, 0.20525416917822042, 0.20767169338598007, 0.20239451442459103, 0.20439988861041647, 0.20612240812241003, 0.20431997555285478, 0.19144213113962058, 0.1890944432024253, 0.18475008782855934, 0.18300962897236245, 0.1824175563945386, 0.1382070738743261, 0.1393196355882925, 0.1370407370407369, 0.13563415750915722, 0.12750968442932678, 0.12482993197278876, 0.11750018886454601, 0.1159523809523807, 0.11200161420500372, 0.11261028081600816, 0.10990695128626132, 0.08478487886382623, 0.08348484848484854, 0.0865768799102133, 0.08547635686000472, 0.07570149975810357, 0.07002262443438917, 0.06695424836601306, 0.0657142857142857, 0.06512188208616776, 0.06789302600472809, 0.06591119333950042, 0.06246376811594202, 0.06277777777777775, 0.06169837914023958, 0.058194905869324465, 0.05512969415408439, 0.05788617886178861, 0.05459401709401709, 0.050157444894286994, 0.04962067330488383, 0.052377377377377375, 0.05007936507936508, 0.05134453781512605, 0.05445632798573975, 0.057859848484848486, 0.06159274193548387, 0.053691756272401435, 0.05739463601532568, 0.047824302134646966, 0.04365079365079364, 0.04107312440645773, 0.036153846153846154, 0.03916666666666667, 0.042572463768115944, 0.046442687747035576, 0.050865800865800864, 0.04007936507936508, 0.03903508771929825, 0.0375243664717349, 0.041938997821350764, 0.04718137254901961, 0.05347222222222223, 0.061111111111111116, 0.07051282051282051, 0.03205128205128205]","[0.49122242098981933, 0.48165805446189836, 0.4712888888888491, 0.4648920360170983, 0.45723930813346636, 0.4519211017740174, 0.44632768361579905, 0.440069965017476, 0.43109506805360204, 0.42442889317888405, 0.4189296636085571, 0.40442194530979575, 0.3943306379155459, 0.3882343788897288, 0.3799229922992384, 0.37192857142857655, 0.3655212747838492, 0.35465408312448143, 0.3516791979949939, 0.3419826017801363, 0.33443169928093286, 0.3325964666803231, 0.3303293796150982, 0.3222397598240316, 0.3203533124179225, 0.31351538786883837, 0.3054604065630546, 0.30519216989121306, 0.30170701613978984, 0.29022177143950134, 0.2825228906333854, 0.27789547516286844, 0.26608428865373585, 0.2659914356037807, 0.20525416917822042, 0.20692244263672924, 0.20941721186082216, 0.20397298802562122, 0.20612240812241003, 0.2048801737157928, 0.20230952984948689, 0.1887895272871809, 0.18455718437609858, 0.1830424923592632, 0.18498051394470882, 0.1849126217651243, 0.18297150610583476, 0.1732974432974437, 0.17104948870573933, 0.16131956254724186, 0.14151671421256692, 0.14011671828964267, 0.10257481134530287, 0.10099542641915502, 0.09632490050374312, 0.09444156367931311, 0.0943265902852368, 0.07617965367965375, 0.07445566778900117, 0.07726531563009555, 0.07539912917271412, 0.0727124183006536, 0.06571241830065357, 0.06442176870748295, 0.06391723356009066, 0.06316489361702124, 0.06452358926919514, 0.06642512077294681, 0.06277777777777775, 0.06032417195207891, 0.06319675156884458, 0.06188540456833138, 0.05788617886178861, 0.05459401709401709, 0.0543859649122807, 0.04962067330488383, 0.052377377377377375, 0.05007936507936508, 0.05302521008403362, 0.05445632798573975, 0.04728535353535354, 0.05033602150537635, 0.041756272401433696, 0.0446360153256705, 0.04269293924466338, 0.04585537918871252, 0.04083570750237417, 0.0441025641025641, 0.03916666666666667, 0.042572463768115944, 0.03326745718050066, 0.03210678210678211, 0.030555555555555558, 0.033771929824561404, 0.0375243664717349, 0.041938997821350764, 0.04718137254901961, 0.05347222222222223, 0.061111111111111116, 0.07051282051282051, 0.03205128205128205]","[0.49122242098981933, 0.48432988845139957, 0.4712888888888491, 0.4642932074481691, 0.4579957548660673, 0.4519817927170609, 0.44573373895405727, 0.4378110944527585, 0.4314236919732831, 0.4268741956241869, 0.4189157631359408, 0.4096573208722709, 0.40038634321653177, 0.3852626338063324, 0.37725776779359416, 0.3695699855699903, 0.35315239497861123, 0.34897295321637545, 0.3438996427238327, 0.3416446056802975, 0.3343084218259555, 0.3336353604987174, 0.32847810919239767, 0.32195142976042135, 0.3177057493068742, 0.31054873447114933, 0.30317152700873756, 0.3022794389073465, 0.2838592103508085, 0.22075922738573356, 0.2129325665029453, 0.20860827920448538, 0.1998656427591623, 0.19974884468555443, 0.18842611912232168, 0.1863990506847652, 0.1870322451149524, 0.18597967140072483, 0.18460975260975362, 0.18642801314034288, 0.18792823319079127, 0.1837456839804264, 0.1755445370636524, 0.17626425449406874, 0.17517912962286403, 0.13526589740373787, 0.13361331868794551, 0.13191253191253177, 0.12413881257631221, 0.12116008440413169, 0.09824202082266575, 0.09851930195663647, 0.09811475409836044, 0.09687382297551773, 0.09277225793882708, 0.09224642064932438, 0.0883563074352548, 0.08485930735930741, 0.0844107744107745, 0.08375262054507346, 0.08697387518142244, 0.08521870286576175, 0.079281045751634, 0.07712925170068029, 0.08034297052154196, 0.07918144208037826, 0.07576318223866789, 0.06246376811594202, 0.06016835016835015, 0.06296687808315714, 0.061775562938353616, 0.059117305458768865, 0.05630081300813007, 0.05918803418803418, 0.05701754385964912, 0.05654338549075391, 0.05625625625625626, 0.05708994708994709, 0.05134453781512605, 0.05445632798573975, 0.057859848484848486, 0.05033602150537635, 0.053691756272401435, 0.05260536398467433, 0.05636288998357964, 0.060537918871252205, 0.04938271604938271, 0.05333333333333333, 0.048055555555555546, 0.042572463768115944, 0.046442687747035576, 0.03643578643578644, 0.04007936507936508, 0.03903508771929825, 0.0375243664717349, 0.041938997821350764, 0.04718137254901961, 0.05347222222222223, 0.061111111111111116, 0.07051282051282051, 0.03205128205128205]","[0.49122242098981933, 0.48432988845139957, 0.47606137566133316, 0.4714223271264578, 0.46368378268523913, 0.45873249299716995, 0.44620937756528845, 0.43853073463266784, 0.4329477824354274, 0.42423048048047174, 0.4189519043647431, 0.4087804315218617, 0.3965259059598686, 0.38750311177496416, 0.3816184559632495, 0.37619865319865764, 0.35995411419354045, 0.3478020572263951, 0.3427384951741006, 0.3403558083036439, 0.3392929495313789, 0.32503526494210006, 0.32451305308448464, 0.3210231258545892, 0.318364220049615, 0.3136220580186101, 0.310558037703186, 0.30407563025210244, 0.28617685458021647, 0.2795857414403026, 0.268077006579796, 0.2622203885979832, 0.26041757967683693, 0.25708841352037354, 0.18789508662926535, 0.18772497343926087, 0.18203625947987093, 0.18159816207184878, 0.15345345345345485, 0.15469579168209435, 0.15648782343987952, 0.15538601982264064, 0.15020120724346153, 0.14688849452824665, 0.1458805261234933, 0.136251515531586, 0.1355710624367342, 0.13520479520479523, 0.1343818681318681, 0.13277825018896416, 0.13433057810937957, 0.13873485935886742, 0.1373302107728333, 0.14198547215496324, 0.11426066627703076, 0.11364186327888666, 0.11072472848788628, 0.1091774891774891, 0.10626262626262623, 0.10357558816678314, 0.10278180938558301, 0.10297888386123688, 0.09811764705882363, 0.09702040816326539, 0.10106292517006812, 0.10022163120567383, 0.09750231267345055, 0.09465378421900164, 0.09643097643097646, 0.09827343199436225, 0.09754521963824292, 0.10230352303523038, 0.09176829268292683, 0.09354700854700855, 0.09847053531264058, 0.09193930772878137, 0.08891391391391387, 0.0822222222222222, 0.08705882352941173, 0.06158645276292335, 0.06259469696969697, 0.06461693548387096, 0.06444444444444444, 0.056053639846743296, 0.05636288998357964, 0.060537918871252205, 0.06519468186134852, 0.0704102564102564, 0.06533333333333334, 0.0522342995169082, 0.043807641633728585, 0.03643578643578644, 0.03531746031746032, 0.03903508771929825, 0.043372319688109166, 0.041938997821350764, 0.04718137254901961, 0.05347222222222223, 0.061111111111111116, 0.07051282051282051, 0.08226495726495726]","[0.49122242098981933, 0.48432988845139957, 0.47606137566133316, 0.4698356499693634, 0.46368378268523913, 0.4521055088701886, 0.446424259983561, 0.44011494252871775, 0.4329477824354274, 0.42423048048047174, 0.41562413122045616, 0.4077362409138092, 0.3965259059598686, 0.38750311177496416, 0.3796447291788049, 0.37619865319865764, 0.35995411419354045, 0.3484356725146154, 0.34757372153788313, 0.33521859441557306, 0.33306729891582776, 0.32503526494210006, 0.3214076399790713, 0.3210231258545892, 0.318364220049615, 0.3136220580186101, 0.310558037703186, 0.3042049377890692, 0.29801987461651636, 0.2795857414403026, 0.268077006579796, 0.2622203885979832, 0.1983034489515969, 0.19178985834840231, 0.1913529157200041, 0.1832584082584087, 0.14295478957133212, 0.1431411862990822, 0.14266151866151974, 0.14420056063891773, 0.14497173298543245, 0.1442301959907601, 0.1454000191625952, 0.14688849452824665, 0.14705983842812528, 0.14596241481667327, 0.13848937132519218, 0.11156177156177133, 0.10935897435897415, 0.10700231481481462, 0.10772316094896721, 0.10629296668429382, 0.10391621129326029, 0.10433145009416178, 0.10495811416325723, 0.10401290582778777, 0.10266290726817034, 0.10639610389610382, 0.11033670033670026, 0.10399487537852317, 0.1003386550556362, 0.09989944695827058, 0.09899346405228765, 0.09159183673469395, 0.09540816326530621, 0.09343971631205678, 0.09750231267345055, 0.09682769726247994, 0.09786195286195293, 0.09827343199436225, 0.09754521963824292, 0.10230352303523038, 0.09176829268292683, 0.08579059829059826, 0.0872244714349977, 0.07249881460407775, 0.06839339339339338, 0.05484126984126984, 0.058067226890756295, 0.058912655971479495, 0.05202020202020202, 0.05537634408602151, 0.05691756272401434, 0.05739463601532568, 0.05636288998357964, 0.060537918871252205, 0.06519468186134852, 0.0704102564102564, 0.06533333333333334, 0.0522342995169082, 0.043807641633728585, 0.04365079365079365, 0.03531746031746032, 0.03903508771929825, 0.043372319688109166, 0.041938997821350764, 0.04718137254901961, 0.05347222222222223, 0.061111111111111116, 0.07051282051282051, 0.08226495726495726]"
1,word_adjacencies,"[0.4420474045473864, 0.4170297570297475, 0.3872254656658399, 0.3742071582285775, 0.361679358486229, 0.34917122200671624, 0.33766696615754155, 0.32280394208966195, 0.3170036274405237, 0.30765050356712553, 0.30126651320594267, 0.2972588401697297, 0.2899814814814793, 0.28597270076861653, 0.28396751926101443, 0.27820733104237766, 0.2730874060150341, 0.26448701541086245, 0.2609727533200397, 0.25851532758965995, 0.2482970445703346, 0.24304378161520904, 0.23543487307532196, 0.2227758118909808, 0.2179826798361294, 0.21364756898036916, 0.2107520682691699, 0.19966875639144807, 0.1938620695935698, 0.19518387137400062, 0.18517562600670467, 0.1776202723887935, 0.17052868193691215, 0.16394118071333408, 0.1550861836576137, 0.14614146296477262, 0.1460176830966318, 0.14227198627198706, 0.13319067599889556, 0.12315358411248802, 0.12107645875251483, 0.10870828143463927, 0.098330704262381, 0.07833034754390229, 0.07240447461035678, 0.06419260672992001, 0.06097959797260479, 0.04283789127539117, 0.03273219009826151, 0.026675688196425525, 0.02755030092417718, 0.02508196721311476, 0.02321092278719398, 0.015293200857198522, 0.015224843718491634, 0.013157894736842103, 0.012987012987012988, 0.01122334455667789, 0.010598648963428837, 0.010280599903241412, 0.008798391151332328, 0.0058823529411764705, 0.005306122448979592, 0.0055272108843537416, 0.00576241134751773, 0.0037002775208140612, 0.002898550724637681, 0.0030303030303030303, 0.003171247357293869, 0.0022148394241417496, 0.0023228803716608595, 0.0024390243902439024, 0.001282051282051282, 0.001349527665317139, 0.001422475106685633, 0.0015015015015015015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4420474045473864, 0.4170297570297475, 0.3872254656658399, 0.3742071582285775, 0.361679358486229, 0.34917122200671624, 0.33766696615754155, 0.32280394208966195, 0.3170036274405237, 0.30765050356712553, 0.30126651320594267, 0.2942656765676544, 0.2899814814814793, 0.28597270076861653, 0.28396751926101443, 0.2787560342006174, 0.2730874060150341, 0.26448701541086245, 0.2609727533200397, 0.2510218393107569, 0.2459519259208669, 0.23403744403744328, 0.22969145710718772, 0.226289581205312, 0.2179826798361294, 0.21364756898036916, 0.20807330684211872, 0.20498632786448137, 0.1938620695935698, 0.1875484516463091, 0.17779056317900235, 0.16935956790123713, 0.17052868193691215, 0.16394118071333408, 0.1550861836576137, 0.14614146296477262, 0.1460176830966318, 0.14227198627198706, 0.13319067599889556, 0.12315358411248802, 0.11306387708969852, 0.1007149244674393, 0.098330704262381, 0.07833034754390229, 0.07240447461035678, 0.06419260672992001, 0.037631072631072585, 0.035746146214896184, 0.029389684114386496, 0.026675688196425525, 0.024272871496562667, 0.022449908925318767, 0.02264595103578155, 0.020991622832651477, 0.021728171002218195, 0.013157894736842103, 0.01147186147186147, 0.010213243546576878, 0.0098998369438621, 0.008466376390904692, 0.008044243338360985, 0.008366013071895424, 0.0069387755102040816, 0.0055272108843537416, 0.00576241134751773, 0.0037002775208140612, 0.002898550724637681, 0.0030303030303030303, 0.003171247357293869, 0.0033222591362126247, 0.0023228803716608595, 0.0024390243902439024, 0.001282051282051282, 0.001349527665317139, 0.001422475106685633, 0.0015015015015015015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4420474045473864, 0.4170297570297475, 0.3872254656658399, 0.3742071582285775, 0.361679358486229, 0.34917122200671624, 0.335229110512141, 0.32280394208966195, 0.3136313524663074, 0.30765050356712553, 0.3039710273548378, 0.2972588401697297, 0.2899814814814793, 0.28444527883302984, 0.27642817067916436, 0.26472242677139024, 0.25740758145363196, 0.2532800085319682, 0.2359214592570811, 0.23231724511528404, 0.22799059980737124, 0.21770955675717732, 0.20833600856073076, 0.2028266209446016, 0.1956829170191281, 0.19375708048523213, 0.18760221918225023, 0.18272275576897765, 0.1864085594077023, 0.18283797209745192, 0.176329801216886, 0.16935956790123713, 0.16066518485031317, 0.15118970340489463, 0.14535900607329316, 0.14614146296477262, 0.13188582567529958, 0.11861662961662965, 0.11377210247073274, 0.1029723880465888, 0.09502661310173031, 0.08944888668228688, 0.07794046188456101, 0.05446064899389698, 0.054425526429477185, 0.05061381404664978, 0.0347208347208347, 0.0305414377289377, 0.02729828042328041, 0.022837880671982055, 0.018693812797461663, 0.019316939890710386, 0.01593220338983051, 0.013442431326709529, 0.01240169388989716, 0.009294068504594822, 0.007467532467532467, 0.007070707070707071, 0.005590496156533892, 0.0050798258345428155, 0.004524886877828055, 0.004705882352941176, 0.004081632653061225, 0.004251700680272109, 0.004432624113475178, 0.0037002775208140612, 0.003864734299516908, 0.0030303030303030303, 0.0021141649048625794, 0.0022148394241417496, 0.0023228803716608595, 0.0024390243902439024, 0.002564102564102564, 0.001349527665317139, 0.001422475106685633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4420474045473864, 0.4170297570297475, 0.3872254656658399, 0.3763421678559425, 0.361679358486229, 0.35357373772998885, 0.335229110512141, 0.32909079016222653, 0.32595575945091315, 0.3222544033794826, 0.31285880688909906, 0.3075157944365906, 0.2977109187109216, 0.2836582540664147, 0.27362568002163573, 0.27019513991163124, 0.26148296087440487, 0.256238735135711, 0.2518765456308361, 0.2441567042899435, 0.23701662381786787, 0.2264865205341435, 0.21909220617086209, 0.21721681096681578, 0.20606900283624954, 0.18655068460602106, 0.17837198445269883, 0.17401994130985987, 0.16571014008621668, 0.16555795561085063, 0.15845724418443544, 0.14806351655888694, 0.13816166867590926, 0.12971102971102993, 0.1264958586387157, 0.12114569185655964, 0.1107639047112731, 0.10933165633165623, 0.10298365298365277, 0.09081647783131779, 0.0898811684316377, 0.08520793313549826, 0.057259253284097825, 0.04428650467653017, 0.039266394029343954, 0.03161088496909391, 0.03188422688422688, 0.029088827838827835, 0.028275581065759628, 0.027788140345744027, 0.02817040618468434, 0.029109419724173816, 0.022617702448210916, 0.018653808688875905, 0.01930832829199436, 0.016656223893066, 0.01563852813852814, 0.014646464646464647, 0.014500349406009784, 0.013969521044992743, 0.013763197586726998, 0.011699346405228758, 0.010476190476190476, 0.010912698412698412, 0.01137706855791962, 0.00955905026210299, 0.00676328502415459, 0.006060606060606061, 0.005285412262156448, 0.004429678848283499, 0.003484320557491289, 0.003658536585365854, 0.002564102564102564, 0.002699055330634278, 0.002844950213371266, 0.003003003003003003, 0.0015873015873015873, 0.0016806722689075631, 0.0017825311942959, 0.001893939393939394, 0.0020161290322580645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4420474045473864, 0.4170297570297475, 0.3872254656658399, 0.3742071582285775, 0.361679358486229, 0.35357373772998885, 0.335229110512141, 0.32909079016222653, 0.3255294462818824, 0.31314894889995126, 0.3094780486452025, 0.2997237152286663, 0.2938037518037502, 0.2836582540664147, 0.27362568002163573, 0.27019513991163124, 0.26077433166248637, 0.25105183170692846, 0.2434249182018588, 0.23863259422516417, 0.23402953154506378, 0.2282202453631071, 0.21909220617086209, 0.20863308040274867, 0.1898217602959022, 0.18265519787172116, 0.17016513582177367, 0.1665049353074586, 0.1581509712318679, 0.1538310034563354, 0.14060045979648553, 0.13873701744072117, 0.1318726254406634, 0.1234338329275038, 0.12663990651003637, 0.12081726847618829, 0.11755187210450364, 0.10933165633165623, 0.10298365298365277, 0.08914519756414716, 0.08849615651258828, 0.060786218029678665, 0.057259253284097825, 0.04428650467653017, 0.039266394029343954, 0.03161088496909391, 0.02890664890664891, 0.023060897435897426, 0.023296957671957663, 0.021146953405017918, 0.020412480169222633, 0.019599271402550092, 0.019416195856873823, 0.01950126631599455, 0.018673119580560605, 0.017669172932330834, 0.01522727272727273, 0.015791245791245793, 0.016387141858839976, 0.012457668118045478, 0.010432378079436902, 0.010849673202614377, 0.010476190476190476, 0.010912698412698412, 0.009160756501182032, 0.008633980881899475, 0.009017713365539451, 0.008417508417508416, 0.005285412262156448, 0.004429678848283499, 0.003484320557491289, 0.0024390243902439024, 0.002564102564102564, 0.002699055330634278, 0.002844950213371266, 0.0015015015015015015, 0.0015873015873015873, 0.0016806722689075631, 0.0017825311942959, 0.001893939393939394, 0.0020161290322580645, 0.002150537634408602, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
